"cutoff","block.mape","block.mape.0","block.mape.last","lm.mape","slm.mape","compare.mape"
60,0.267982656316265,0.0932311104389781,0.0916820344468645,0.0808385025020736,0.080838502502071,-0.13413820901139
61,0.224624788506968,0.0558143204678468,0.054259756325323,0.0433778073276599,0.0433778073276633,-0.250864432023054
62,0.157879410347587,0.0605773984830248,0.0626480035350672,0.0771422388993621,0.0771422388993622,0.187889742002482
63,0.178678247988812,0.115713431337935,0.108484749118057,0.0578839735789076,0.0578839735789076,-0.87417591451579
64,0.194646292396058,0.114722227045708,0.101594000108466,0.0463209179320066,0.0463209179320061,-1.19326396462163
65,0.204439353476116,0.113747126239951,0.0984911279058729,0.0360088034376181,0.0360088034376167,-1.7351957994522
66,0.189889588756185,0.0966985853103785,0.0776569106599076,0.0644035772742113,0.0644035772742104,-0.20578567133418
67,0.210236113898354,0.0824188460672674,0.0663989463847037,0.067134535142256,0.0671345351422565,0.0109569352940941
68,0.21994077424742,0.0701790077470509,0.0591609839325559,0.0667374690563705,0.0667374690563681,0.113526707424506
69,0.236300491623354,0.0642032041903236,0.06226282880909,0.0546781794683229,0.0546781794683224,-0.138714372250839
70,0.243784746903664,0.0707497147956049,0.0663651773752124,0.0399481669590888,0.0399481669590875,-0.661282167043545
71,0.224682256051361,0.0563709553434094,0.0534735367203162,0.0406401700203366,0.0406401700203359,-0.315780339835136
72,0.234771141234384,0.0637722221039475,0.0616273406935618,0.0508158149921171,0.0508158149921182,-0.212759073196416
73,0.238596504782439,0.0690988344759483,0.0673771068906208,0.057266523220001,0.0572665232199983,-0.176553125667817
74,0.233607708567905,0.0689091936035041,0.0674462657784492,0.0585585209501714,0.0585585209501708,-0.151775432235397
75,0.217340510794559,0.0631477700047484,0.0611792918969454,0.0495257970654513,0.0495257970654496,-0.235301509960421
76,0.208427035969663,0.0618208896771417,0.0600245894204524,0.0487651034330421,0.0487651034330416,-0.230892281462509
77,0.196993793172481,0.05751926664983,0.0560173918264028,0.0468759345365892,0.0468759345365889,-0.195013867567338
78,0.191044703425336,0.0572919271666709,0.056108582223427,0.0487972711916382,0.0487972711916361,-0.149830325615455
79,0.186916180723784,0.0577803719073598,0.0567067903831297,0.0501811438843182,0.0501811438843177,-0.130041804424685
80,0.179502329719981,0.0575408767385988,0.0563045394544525,0.0488415111745274,0.0488415111745255,-0.152800928973249
81,0.17638923347868,0.0588639641125851,0.0578943325342332,0.0516893615478059,0.0516893615478058,-0.120043482848758
82,0.161339186938688,0.0544021034601989,0.0532038647521852,0.0456121048708276,0.045633362765502,-0.165898402569761
83,0.155398136250369,0.0534450627245029,0.0523050608238646,0.0453755537401219,0.0453635607569101,-0.152714545885872
84,0.150067455837131,0.053175536463698,0.0521512108500505,0.0458184856223391,0.045790796575401,-0.138213324637334
85,0.140566006351144,0.0504752189577021,0.0496038943799901,0.0444618660694051,0.0442646679338896,-0.115650303623295
86,0.132514235515206,0.0490401398007048,0.0481688092388459,0.0425254549388728,0.042537409754516,-0.132386986345167
87,0.125393148483054,0.0483425283754504,0.0475274488111587,0.0424572974051864,0.0424667342500496,-0.119168913044054
88,0.11393666943411,0.044479818928983,0.0437206073048395,0.0393160115750256,0.0395015693087975,-0.106806845142286
89,0.106857051003802,0.0436905280348524,0.0429467775236488,0.0391610711871961,0.0393275411038478,-0.0920280373045468
90,0.101048842831744,0.0434336314569696,0.0427481154406451,0.0390070065813075,0.0394547725783079,-0.083471343189236
91,0.0916426238344882,0.0411857667899835,0.0405530829964653,0.0369696728178175,0.0377436001636074,-0.0744360055924613
92,0.0879141373897583,0.0416708266016521,0.0410406229124348,0.0374360351503919,0.0383955819187312,-0.0688892018696876
93,0.0808469336951249,0.0400078199874933,0.0393436603240063,0.0357522768386598,0.0374206318097629,-0.0513895255435448
94,0.0750915391924127,0.0393318132772403,0.0386970485717219,0.0356679816603377,0.038129249350323,-0.0148914345567648
95,0.0695328964948661,0.0382128206089868,0.0375833157031678,0.0350745497005035,0.0382818472700226,0.0182470705221637
96,0.0671047402402659,0.0381976617541756,0.0374608412534032,0.03534956262719,0.0394554716183879,0.050553960785888
97,0.0626412805308457,0.0371806213260375,0.0366983694047139,0.0352558268336158,0.0400914523124873,0.0846335742922576
98,0.0597294428046994,0.0371450910297626,0.0367768532006555,0.0359397925518639,0.0414459988846209,0.112656126275628
99,0.0573359652100384,0.0371480857879465,0.0368256099245522,0.0357407836815123,0.042657601433305,0.136716348617751
100,0.0563527653520102,0.037966118051825,0.0375608503048907,0.0360191802536447,0.044526850332291,0.156444930989168
101,0.055592401578783,0.0372236665298407,0.0367957779898703,0.0357465102487785,0.0453464040326577,0.188562383835979
102,0.0528421093720182,0.0350449851938179,0.0345789808675569,0.033723421931969,0.0449614743583964,0.230919773850801
103,0.050979193899761,0.0329427409818264,0.0325864035960036,0.032606805942098,0.0442433890649629,0.263474062799377
104,0.0516441473273998,0.0334092728498387,0.0331900847013401,0.0344768252532782,0.0449795844405235,0.262107795921784
105,0.0550938076024123,0.0346392908574322,0.034597992414837,0.036108671881615,0.0465242555232228,0.25634506074864
106,0.0565048109738928,0.0349049248495747,0.034753101112451,0.0360410139513963,0.0463352840678489,0.249964647641699
107,0.0554653729494052,0.0334127355678888,0.0333548973827478,0.0348470116365584,0.0442596842942266,0.246381940706732
108,0.0564196310738034,0.0328216695536822,0.0325609232539735,0.0344611208998401,0.0431157919843334,0.244802849364222
109,0.0557271620014689,0.0317343547018474,0.0316063082681758,0.0335195668889217,0.0411713631706258,0.232323007203082
110,0.0582443783415992,0.0322124367325668,0.0322428948775688,0.0338440696989844,0.0396410149589219,0.186627917802292
111,0.0590818061751026,0.0326577468935464,0.0326620490751716,0.0342749906045855,0.0402374430586086,0.188267280612312
112,0.0598017724997561,0.0338655958766846,0.0339332042844075,0.0353977787729604,0.0399467437718872,0.150538915557662
113,0.05927682322752,0.0339856781828957,0.0340079981869134,0.0349550450688296,0.0406213886544221,0.162805622519967
114,0.0595666435762171,0.0340331178726688,0.0340410183093693,0.0347778545359605,0.0402787921881373,0.154864968384159
115,0.0564663309940186,0.0324156409348396,0.0323714316049567,0.0332871576622082,0.0392506393045526,0.175263583510549
116,0.0566787697678968,0.0324985046009576,0.0323746754868849,0.0330212954888273,0.0399140446029793,0.188890131057569
117,0.0566091451277015,0.0334001393873059,0.0332864399246838,0.034168131900463,0.0407254604110108,0.182662649145048
118,0.0561342852068974,0.0341953399525485,0.0341472181572289,0.034965349700691,0.0416093908698285,0.17933866746438
119,0.0555292167797497,0.0340324544580412,0.0340003340658068,0.0346068203045996,0.0421538064045379,0.193421971446293
120,0.0562877626224611,0.035687306312109,0.0355772594771154,0.0360543853689729,0.0434505299552822,0.181200792861898
121,0.0555645880061056,0.03442409479414,0.0343526478555144,0.0354539439949271,0.0431325931877432,0.203557094144846
122,0.0536536212489378,0.0337255056974469,0.0336753034576924,0.0343213461121193,0.0425547020594301,0.208658460100064
123,0.0539098135618641,0.0336381971641792,0.0336072314499712,0.0342363008727003,0.0429673143676567,0.217841935327734
124,0.0532051390624053,0.0336718810925022,0.0336597404048995,0.034238628152274,0.0426408020400949,0.210621311173991
125,0.0531303958151093,0.0333205373130285,0.033102689532465,0.0342227936558802,0.0431257701408266,0.232415109936156
126,0.0544337866743054,0.034161009617006,0.0340754148451099,0.0348365008270443,0.0439221122379044,0.224185424859802
127,0.0577291109252692,0.0351672291228708,0.0350555612551368,0.0357485954185013,0.0445359968133456,0.212871300443598
128,0.0581642151587306,0.0353888779951343,0.0354174715522461,0.0367725474660943,0.0434935690309687,0.18568486465142
129,0.0602614835059247,0.0364307767163549,0.036405247502257,0.038489017488119,0.0444133202425282,0.180307905298263
130,0.0586047471808211,0.0364779818093941,0.0365896633594298,0.0389982061391879,0.0464940279028953,0.213024446153626
131,0.0602607887320334,0.0373291503217417,0.0374367201901808,0.0390576917812058,0.0474065813586135,0.210305423481485
132,0.0612526340469568,0.0387074148802168,0.0386979486335962,0.0396706303799577,0.0477188272143857,0.189042336272464
133,0.0616802424918243,0.0393574895430259,0.039391473603296,0.0407374975047362,0.0483201775559365,0.184782101479334
134,0.0577895054180645,0.0354276091592801,0.0354405412080961,0.036850193505645,0.0463744009917161,0.235773606770104
135,0.0585939239213562,0.0349974548922792,0.0348768880221436,0.0356090421102603,0.0436664710517318,0.201289062703857
136,0.060679993092102,0.0351057108270282,0.0349007878312444,0.0375787256014711,0.0413066182990042,0.155080002468133
137,0.0607834447596728,0.0354661971161149,0.0355535025323281,0.0379289473864727,0.0406665205816954,0.125730403689091
138,0.0631633170015466,0.0372186591508509,0.0373036498874407,0.0396420212143827,0.0410960541768397,0.0922814699698413
139,0.0653873863374327,0.0398731491360311,0.0400068983603998,0.0422155399099929,0.0427901740789855,0.0650447393237548
140,0.0641927651816723,0.0397123755199284,0.0398150599222118,0.0417761550951806,0.0424833963838062,0.0628089251030672
141,0.0572247515281495,0.0363205447347375,0.0362038381507718,0.0371741081312469,0.0428957886848936,0.156004837287873
142,0.0579297553648882,0.0347988750821287,0.0346722288994508,0.036136502808161,0.0428531163117676,0.19090530902814
143,0.056235073539876,0.0340345277646374,0.0341100197532927,0.0363959917791836,0.043567105750602,0.21706941129957
144,0.0582700704335377,0.0344870016838162,0.034548034617057,0.0366617340721344,0.0441928935167046,0.218244566765059
145,0.0582251495532343,0.0360515567154048,0.0361630244610095,0.0378647402989983,0.0459056896821105,0.21223219362496
146,0.0580282767355223,0.0365139192483258,0.0366025516519227,0.0378695411379894,0.0460519824748038,0.205190532851677
147,0.0578038924313931,0.0373417742396798,0.0372986233275365,0.0378018462180462,0.0468340298413511,0.203599958109851
148,0.0607579896502417,0.0397939224936839,0.0396574311030387,0.0396970732609888,0.0482475361836414,0.178042357394308
149,0.0572632981979383,0.0365657441274581,0.0364252561006855,0.0369876845834511,0.0460523839843834,0.209047329383914
150,0.0570956645825402,0.0348470066140347,0.0346658813513211,0.0355951251037837,0.045368881646648,0.235910604512723
151,0.0558891161978321,0.0333029331384814,0.0330519801726685,0.0348220108429896,0.0457878460576384,0.27814948685155
152,0.0552376107761812,0.0335470940000047,0.033454482628315,0.0359177572968984,0.0459142971049128,0.271371125384485
153,0.0578736817734879,0.0344590074543034,0.0346258935999354,0.0371582801877825,0.0454285420203332,0.237794301555236
154,0.0575420284738345,0.0343555018056926,0.0341747645358519,0.0369419953762662,0.0463691214024865,0.262984427951242
155,0.0589663724023198,0.0349215395655268,0.0348897266768343,0.0371793052369199,0.0445208452273628,0.216328295236613
156,0.0597681198979617,0.0359539677164279,0.0360142903876246,0.0382489870253148,0.0444657942579199,0.190067534187585
157,0.0598288193030422,0.0351996699859884,0.0349919573812727,0.0364940501830346,0.0432327858273727,0.190615253872499
158,0.0624255264867524,0.0359975668926392,0.0359526307900993,0.0373515335529445,0.0430282726472105,0.164441689656578
159,0.0644002543123083,0.0382239950224193,0.0381391295126394,0.0399400935732661,0.0439564677991769,0.132343169908808
160,0.0644928554990498,0.0368743797096485,0.0368729256354842,0.0386868610068908,0.0429961926405496,0.14241416806963
161,0.0654094837632577,0.0372028721573874,0.0371862993001212,0.0392468402287663,0.041769712503435,0.109730542266406
162,0.0675137232167922,0.0381982238984593,0.0382341919466476,0.0404010678231872,0.0418873560903598,0.0872140064374451
163,0.066853722621022,0.0360798942644268,0.0361144030101118,0.038590281936237,0.0404637276780382,0.107486999283237
164,0.0637840020969152,0.0340826142302603,0.0341748132446477,0.0362960202054417,0.037691356455317,0.0932983989270365
165,0.0641441409020503,0.0337582054552703,0.0337933683691653,0.0361652569522653,0.0370236045905852,0.0872480207462383
166,0.0639818289284853,0.0344228809603743,0.0345291581924706,0.0374002832466825,0.0364265411878379,0.0767674681839897
167,0.0631839037301356,0.0343539510304567,0.0344215010770197,0.0367614813049528,0.0342964301034217,0.0636530451132238
168,0.0598587189954649,0.03212316121396,0.0321199207590135,0.0346520636408142,0.0335999968647361,0.0730733646355846
169,0.0626402438055842,0.0326593411431172,0.0326573925221384,0.03425986242703,0.0327059437267212,0.0467739737223023
170,0.0633340889091812,0.0323123477692926,0.0322510257952299,0.0345318573983726,0.032720684960552,0.0660500701375591
171,0.0631811898266631,0.0312579250229293,0.0313374842958814,0.0338042307132063,0.0332881267163631,0.072971529458921
172,0.0608613627891723,0.0299354468902244,0.0299783090412157,0.031796999621031,0.0324774543469779,0.0769501599190071
173,0.059417520961842,0.029745455172172,0.0297742396354395,0.0311009996304365,0.0321109214285864,0.0727690670086688
174,0.0589839163304123,0.0295921515432182,0.029588638902986,0.0310409564899939,0.0314437329172528,0.0589972577094665
175,0.0577006106516945,0.0297632166971703,0.0298856267455416,0.0314631086864562,0.0309888785845998,0.0501375104613758
176,0.0587550976838195,0.0290046175419427,0.0290984007086352,0.0316079847564264,0.0302885219069698,0.0793971544573389
177,0.0563615998365882,0.0282887910389347,0.028382697974962,0.0300229222734334,0.0290178597469849,0.0546323999886846
178,0.0582371255224051,0.0280662164314708,0.0281056559977455,0.0296511787910251,0.02854160006055,0.0521234856857496
179,0.0585826168840083,0.0269893744947147,0.0270886551619953,0.0294596287869458,0.0290959628168617,0.0804821283424022
180,0.0607383841083316,0.0275164516777583,0.0276271439853024,0.0296527731873935,0.0296452625623664,0.0683116276946493
181,0.0620166350945047,0.0280574400424031,0.0281988640697173,0.030097220443651,0.0307952107084763,0.0843100787111797
182,0.0621697276123627,0.0283899567611201,0.0285234278329045,0.0304116724132063,0.0305735046269497,0.067054033191802
183,0.0622953575807758,0.0281443380263816,0.0282301970526348,0.0297433059425172,0.030152849078384,0.063763527643811
184,0.0615309890314831,0.0280760854561159,0.0281648697607835,0.0298073889637071,0.0303132188156478,0.0708716902658755
185,0.057949540648924,0.0268791422983168,0.0269944799362316,0.0284953007160703,0.0290983702502033,0.0723026855415382
186,0.056285024329693,0.0262180446729315,0.0261908651144481,0.0275995440224405,0.0284085001068331,0.0780623751357993
187,0.0558981132555203,0.0257030613358136,0.0257155524831835,0.0271428672550018,0.0276963142606752,0.0715171614117659
188,0.0559469744367814,0.0263120654129609,0.0263645245930152,0.0276212972530347,0.0276567528311494,0.0467237873521718
189,0.0574746555339124,0.0266706828504868,0.0267482017907527,0.0279364857909015,0.0273934273854839,0.0425351996325826
190,0.0537139483357955,0.026268724446355,0.0263498406718553,0.0274562597151295,0.0265190365400325,0.0402975152024994
191,0.0538704260624158,0.0261585201893929,0.0262222308332651,0.0272935689096453,0.0262017186370716,0.0392523997109664
192,0.0532231597050129,0.0256299069246888,0.0256813151724942,0.0265421156001718,0.026072025354505,0.032431492675438
193,0.0527225780840625,0.0256267906183085,0.0256050294348534,0.0263375299874751,0.0264698812650806,0.0326730528772006
194,0.0517056555518286,0.0252106624354472,0.0252412392818206,0.0261323951657679,0.0267865228619361,0.0576888455467044
195,0.0524386954651762,0.0261494572779263,0.0261592890919622,0.0270788875632255,0.0278155763991091,0.0595453167456185
196,0.0509322763137219,0.0259492409864847,0.0260228214538006,0.0270038900122549,0.0281089952319833,0.0742173016490104
197,0.0511847070910113,0.0264301718699439,0.0264571145138328,0.0273396559955144,0.0288311161251254,0.0823416478567659
198,0.0506206956113388,0.0265507672440078,0.026559694767957,0.0272795527017677,0.0292913608298747,0.0932584210676765
199,0.0498783695456243,0.0269799778315202,0.0269532968101389,0.0272671806765236,0.0297241391654037,0.0932185904475182
200,0.0480617375763593,0.0259857518937593,0.0259162016404168,0.0262848539206062,0.0297190098478897,0.127958778806452
201,0.0444767569782664,0.0253398351783024,0.0253302209482853,0.0257814023721433,0.0293617966624557,0.137306846734127
202,0.0434795540109061,0.0254775430777238,0.0254625581654845,0.0261770142436141,0.0296314142750994,0.14069041966445
203,0.0421574728078763,0.0256755834141176,0.0256542755906481,0.0266584900803028,0.0300210161131231,0.14545612000675
204,0.0413641031439125,0.0254523323270143,0.0254746367537622,0.0264585250695025,0.0301991883556834,0.156446310618545
205,0.0395669963407261,0.0246163608808902,0.024702450109957,0.0259445951054538,0.0295981214556389,0.165404799524843
206,0.0390242049618627,0.0238855803065196,0.0239044816363379,0.0247044337507849,0.0292216180502338,0.181959000516515
207,0.0382594982363562,0.0238697656562263,0.0239014424797833,0.0249050770716136,0.0299758148134365,0.202642442631131
208,0.0394988928187814,0.024996318153793,0.0249989781263333,0.0258339323184663,0.0313470151161353,0.20250849933506
209,0.0404984508590661,0.025672064148609,0.0257047241924352,0.0264563198641734,0.0322856170384038,0.203833578219695
210,0.0401586259869936,0.0257455259106373,0.0257742083558483,0.0266937207213937,0.0332405056256924,0.224614431378361
211,0.0411534763908968,0.0265247616014517,0.0265386702085848,0.0273253408215939,0.0343487752705746,0.227376522174881
212,0.0408997661253238,0.0263159273823601,0.0262736782950447,0.0273098104876542,0.0351875616514737,0.253324838041333
213,0.0404252036253542,0.0257834578513896,0.0257998481858768,0.0270805536410495,0.0356396320751635,0.27609106257143
214,0.0400370448355111,0.0258424036922584,0.0258773716866433,0.0269268999482839,0.0363534590760022,0.288173055759484
215,0.0392561123154136,0.0249697548666477,0.0250150621361482,0.0261484095249955,0.0361139550221073,0.30732975325369
216,0.0404493784823841,0.0260430132449396,0.0260760343642341,0.0271197123938336,0.0369574760308156,0.294431406990792
217,0.0405228894965643,0.0260018674091577,0.0260633296014333,0.0271793661789202,0.0362533408698062,0.281077854451194
218,0.0414433273621497,0.0263227954727945,0.0263702947429405,0.0273732342052894,0.0357502763606808,0.262375079932436
219,0.0420618318658291,0.0261720447733298,0.0262315153847653,0.0275218897143438,0.0355672740180196,0.262481702379679
220,0.0431031424821781,0.0263813718423907,0.0264638501296462,0.028034769966195,0.0352785446325939,0.249859924629765
221,0.042355258657942,0.0261243820818992,0.0262288236471727,0.0278455107845142,0.0343359061660134,0.236110923639036
222,0.0430230628704461,0.0264982769487575,0.0265720017161235,0.0280196711080699,0.0346510533827434,0.233154576208161
223,0.0447862416580622,0.0284558469824247,0.0285428491380092,0.0302273044154428,0.0361619226914037,0.210693264802695
