"cutoff","block.mse","block.mse.0","block.mse.last","lm.mse","slm.mse","compare.mse"
60,2.98412712285666,0.361181634161818,0.349278962523568,0.271544158305228,0.271544158305211,-0.286269477139562
61,1.75771221572211,0.122554317937974,0.114741430168281,0.0744933044201066,0.0744933044201177,-0.540291856583206
62,1.1297936865242,0.194898748758649,0.218623768486284,0.458039940651421,0.458039940651421,0.522697151310956
63,1.60040146796274,1.01266124042825,0.874017515187908,0.237624626588387,0.2376246265884,-2.67814366606805
64,1.80461722981883,0.888864008606728,0.673389519066364,0.115220823835524,0.115220823835521,-4.84433869373836
65,2.29433794897451,0.801277888183309,0.581813016265773,0.171498210790788,0.171498210790784,-2.39253111494866
66,1.83999652343356,0.566613989013443,0.360208478261028,0.448130046527747,0.448130046527743,0.196196548184981
67,2.07648961477578,0.409183916806203,0.27022814279941,0.443953709009726,0.443953709009732,0.391314595834391
68,2.18531656458128,0.297029293323277,0.21824254258897,0.452266611495252,0.452266611495217,0.5174471494426
69,2.42192135657298,0.200693283571184,0.181969578985095,0.304706784015534,0.304706784015531,0.402804307186616
70,2.79106592785441,0.269285571278368,0.243304929487022,0.167502265334282,0.16750226533427,-0.452547098401694
71,2.46288011983311,0.203347922232356,0.188833539042994,0.153104046757502,0.153104046757501,-0.233367393234766
72,2.47882887265822,0.221877017272183,0.207631533756846,0.158458582228531,0.158458582228538,-0.310320531944354
73,2.48514346844966,0.237837326975929,0.224323804813496,0.178462976352888,0.178462976352873,-0.256976709667354
74,2.2866690867224,0.212063200729277,0.203770883150648,0.186807813879085,0.186807813879081,-0.0908049236234985
75,1.92938128729826,0.176609419316944,0.167023203296818,0.131995052732743,0.131995052732734,-0.265374723058736
76,1.71808215155362,0.163016472158304,0.154410136027,0.116877688109246,0.116877688109244,-0.32112585836462
77,1.50824109991392,0.141210024576961,0.134331091022779,0.107956615389422,0.107956615389421,-0.244306247822042
78,1.36614074501772,0.131944872209072,0.12635668343469,0.108373350139534,0.108373350139526,-0.165938704229424
79,1.29614681524417,0.132966274102737,0.128794143015198,0.126231841581224,0.126231841581221,-0.0202983763991536
80,1.14941706678365,0.124409388790722,0.1204158419584,0.113530569299542,0.113530569299534,-0.0606468610290478
81,1.09289615080611,0.124160142189455,0.121706058854599,0.121358178982704,0.121358178982704,-0.00286655481164222
82,0.890836653819789,0.106705313775424,0.1032224537804,0.0910053408173444,0.0910096408312916,-0.134192518919483
83,0.815725899830907,0.104137470832458,0.100481993525229,0.0871335636313237,0.0871175461429173,-0.153195041469722
84,0.731217933158756,0.0984623411689679,0.0955169252440411,0.0846032493053617,0.0845601326544688,-0.128998307136978
85,0.625384463373024,0.0846013778923125,0.0824295663557819,0.0768225060947612,0.0765834009931369,-0.072987208385318
86,0.534928317348157,0.075774067352286,0.0736676702587237,0.066222208963544,0.0662234672112284,-0.11241034879299
87,0.468792026032585,0.0728466517826788,0.07065749904488,0.0634358982300186,0.0634878385946788,-0.11292966667166
88,0.382547816022297,0.0617804066712389,0.0597264633245527,0.0535907087566712,0.0539774744855956,-0.106507184594034
89,0.330734209721923,0.0595829807075114,0.0573774574902354,0.0511736035616896,0.0513943919370514,-0.116414755145117
90,0.290672799154081,0.0600556944768184,0.0577741900795336,0.0516851246714656,0.0528326122811578,-0.0935327174828748
91,0.234584310876756,0.056039787781781,0.0537060945387192,0.0463284410740574,0.0480557748920688,-0.11757836928737
92,0.211016130487154,0.0598532374357011,0.0569983873387219,0.0470090097336169,0.0488034529284886,-0.167917102550946
93,0.178936734634843,0.0539041049002622,0.0508162572512997,0.0420456633292689,0.0451097972077969,-0.126501567214239
94,0.159713133454685,0.0492711045266691,0.046585937946737,0.0408145415230618,0.0455661263292553,-0.0223809153780741
95,0.143107845977331,0.0464575912038007,0.0436920037242374,0.0447712720362436,0.0513990475185133,0.149945264870909
96,0.133726826749973,0.044208806253642,0.0421877244922191,0.0497050986935335,0.0583048116053686,0.276428079765298
97,0.12224720626653,0.0433552740475763,0.0416029169130626,0.0498554301621827,0.0602373440029214,0.309350078399125
98,0.113997594570771,0.0435148698860622,0.042375780568475,0.0502546858652352,0.062359165627953,0.320456261052349
99,0.11057180398723,0.0446600804339433,0.044037757189671,0.0470946049148497,0.0625612644752656,0.296085883828613
100,0.109350199682638,0.048010342027938,0.046990823797862,0.0467988281453167,0.0667810640443848,0.296345087184738
101,0.107854585785954,0.0462433196724493,0.0449128978417805,0.0440252379034426,0.0671584377264943,0.331239686892505
102,0.102092908062511,0.0453408264108291,0.0437702638760521,0.0444845676231343,0.0714208930846708,0.38715042635827
103,0.100272400908304,0.0429525864415834,0.0415832417545649,0.0451623461726337,0.0726705384007945,0.42778404192874
104,0.101453745129938,0.0435833531113791,0.0429234024646564,0.0512132389727178,0.075911195618677,0.434557681316567
105,0.117189394946446,0.0482147949697751,0.0480860741461219,0.0556865070209938,0.0792614105778091,0.393323008061825
106,0.119156584074742,0.0495443333687983,0.0485281942068679,0.0511254415231118,0.071598436351508,0.322217122611145
107,0.113465350009544,0.0454868104069301,0.0449268739032694,0.0477513173113368,0.066753602675342,0.326974543654632
108,0.119094391730175,0.0427358849752738,0.0397698717581374,0.0876230010021165,0.105820060344475,0.624174550376602
109,0.111423286600912,0.0384160187695182,0.037501955771278,0.0554003785339365,0.0714471083732342,0.475108837500173
110,0.120052591670287,0.0392693392478662,0.0394686080745554,0.0488135954552685,0.0603743965781519,0.346269108901733
111,0.121671104565889,0.0404326424384851,0.0407862648096659,0.0497743921058838,0.0598635309393175,0.318679266496823
112,0.133192050998584,0.0442186009236757,0.0446346896573026,0.0525868249068577,0.0594949705443673,0.249773732991143
113,0.128632048349208,0.0446453585707682,0.0448635060683348,0.0496845000995475,0.0604734522890671,0.258128908303692
114,0.135733124070105,0.0462995072341245,0.0464625336623285,0.0507655817166783,0.0622074427172812,0.253103300299769
115,0.114618195594688,0.0407032734136575,0.0407489374337322,0.0444713097393673,0.0577118997426516,0.293924864448415
116,0.116920013530887,0.0436816286813003,0.0432389140333398,0.0465788417101501,0.0618191226705031,0.300557624154521
117,0.111553735727163,0.0440751659360931,0.0435975572723789,0.0482348479723316,0.0643186472871596,0.322163025634984
118,0.108992820035335,0.0442499498739347,0.0440435813621331,0.0484220057979424,0.0658348909778877,0.330999403083598
119,0.104509180665658,0.0427470559878858,0.0426101660321485,0.045632150393664,0.0652904017612166,0.347374730699551
120,0.108734715280357,0.0471171774354269,0.0466741494251987,0.0513465180538193,0.0703108629396619,0.336174419232307
121,0.105847633239088,0.0473071110926082,0.0471096573697871,0.0538797093346815,0.0742140200482506,0.365218898812401
122,0.103547579476551,0.0446228484118359,0.0446856184203116,0.0508313715739144,0.0702159937821256,0.363597721639213
123,0.104351262257197,0.0458368293616829,0.0459868207442441,0.0537059791412886,0.0727615243397922,0.367978871230236
124,0.105769508963821,0.0467012022061542,0.0470370184242654,0.0563811253458567,0.0720842986893465,0.34747206701732
125,0.0986956553498577,0.041869059046186,0.041428139015695,0.0534843728358855,0.0752580074347175,0.449518523970598
126,0.10151604761137,0.0445444464621903,0.0441785392022865,0.0480697733680873,0.0754597188918868,0.41454142884388
127,0.111917189062955,0.0460670689882543,0.045719599226259,0.0492722729577996,0.0742686429151045,0.384402387983305
128,0.108655471768454,0.0438897955697381,0.0438684258640609,0.0498001710949121,0.0699225694551726,0.372614218758294
129,0.121168434923142,0.0510437188254546,0.0507627668977621,0.0633655419552465,0.0760299778951761,0.332332215488085
130,0.119363073458374,0.0517229654261375,0.0519377365470317,0.0706814471591857,0.0830503615519687,0.374623594931231
131,0.122036852585853,0.0534956387437617,0.0537936178327637,0.0639625579778701,0.0865633760503043,0.378563772726438
132,0.125918757069032,0.0587203350982896,0.0586896081598853,0.0628288113170054,0.0888692741398452,0.339596179580234
133,0.136479837053226,0.0657348046718668,0.065683566083647,0.0695169923024902,0.0934670199610986,0.297254089078856
134,0.120580357613171,0.0530990756392696,0.0528307496124765,0.0574842884628223,0.0840042252699655,0.371094139102008
135,0.116415293298809,0.0495919730996284,0.049071011203135,0.0560675668521654,0.073513312490901,0.332488095823342
136,0.13250958417117,0.0522514413393296,0.0517975090095946,0.0930470722340052,0.0661870580085626,0.443319303165946
137,0.134424508261581,0.052896430822557,0.0533948443893855,0.0789653365019712,0.0647394341086718,0.323819200237909
138,0.142963994402039,0.056785478759714,0.0571192191936785,0.0684157958009718,0.0670926261728489,0.165116497952551
139,0.155182580705583,0.0621958502782442,0.0625592932508764,0.0769072645793392,0.0700509271817885,0.186561977037437
140,0.159097438013357,0.0663807596535868,0.0670606371164386,0.0879985329684079,0.0673460408472565,0.237934601244843
141,0.117480263391815,0.0494901063615349,0.049064742053405,0.0546997172865543,0.0697280357269933,0.296341255825583
142,0.11954379048774,0.0479097146944132,0.0474465309629295,0.0545805478718071,0.069832408662093,0.320565739146775
143,0.114129317898012,0.0436325642498824,0.0436937760836494,0.0567265269949401,0.0697541380184847,0.373603096176593
144,0.120444053027359,0.0449652459059383,0.0451212461430967,0.0576706325742589,0.0722067708505731,0.375110594040108
145,0.122868860479995,0.0479977182546236,0.0484210882904501,0.0573819767704589,0.0734973191328405,0.341185653276239
146,0.123990473087608,0.0513634227325713,0.0520084952476387,0.0612058128552411,0.0769245320305355,0.323902351112208
147,0.115413721185247,0.0505511785403964,0.0504200246573841,0.0535601399638752,0.0797614890104431,0.367865052634829
148,0.128534787785574,0.0585224398514583,0.0580131852361711,0.0611370484947513,0.085449951247054,0.321085800640861
149,0.116332795964619,0.0546674631040424,0.0543445994174444,0.0572238879972256,0.0817893691494602,0.335554241552637
150,0.113937762385982,0.0496774291856203,0.0494007912294003,0.0557205670333459,0.080315075987479,0.384912600504769
151,0.107205819120516,0.0458552036134326,0.0454942722175437,0.0563388136962427,0.0782718621214423,0.41876593983471
152,0.108351070513345,0.048753227010531,0.0486221340258164,0.0662442368783886,0.080370768368445,0.395027134705031
153,0.119795664090838,0.0520219048734616,0.0525675153646785,0.0932897860827911,0.074925367967652,0.436513710964812
154,0.114943502154794,0.0485621194390224,0.0451421596901345,0.115399418976899,0.134458530975997,0.664267046780445
155,0.117936634030504,0.0458298271110896,0.0451528789098996,0.0603371242539453,0.0755463235989606,0.402315337678181
156,0.119689772923418,0.0483646162837761,0.048799979918007,0.0646387501550103,0.0725830244620883,0.32766676120673
157,0.116799455905907,0.0443464054445519,0.0439491516396391,0.049510898373301,0.0683774031679458,0.357256204484792
158,0.130800752762175,0.0490035795993329,0.0487987065431082,0.0525195597929008,0.0686410794230453,0.289074313031203
159,0.145030358973662,0.0624493563852009,0.0619631950201074,0.0681224082811849,0.0798305036810352,0.22381555717495
160,0.140465441931101,0.0534237978656694,0.0532364012017097,0.0588059554876193,0.0726317468090164,0.267036749898172
161,0.142581415511104,0.0505324030705809,0.050564627295363,0.0587835968685456,0.0668437907693325,0.243540398990033
162,0.153548200677468,0.0543413153288639,0.0544079997907544,0.0623817558636924,0.0660656196436407,0.176455165572771
163,0.144932431762295,0.0481746452432392,0.0483648698899661,0.0611588468687276,0.0659831150121907,0.267011418284353
164,0.140320262497715,0.044374918384221,0.0445438279640618,0.0522669353942757,0.0548787202921307,0.188322400250118
165,0.143072574258304,0.0430436202701444,0.0432927277582399,0.0530122923858034,0.0518889015139268,0.183345488190327
166,0.148788051258676,0.0453814755066572,0.0462245803768807,0.0687317965330583,0.0497792497857529,0.32746439481401
167,0.149087022183887,0.0479247025009686,0.0490480038298916,0.0662966782294428,0.0440564910187639,0.260174036772342
168,0.127241999347943,0.0382530490711079,0.0385928730787158,0.0520658707915658,0.0430805004583732,0.25876831613527
169,0.137317621160584,0.0414078239998005,0.0419078642911718,0.0530329684701642,0.0406014406773507,0.209777134863783
170,0.141545938805061,0.0422219514729025,0.0424189255205995,0.0514668385234378,0.041995649679895,0.175800831417261
171,0.145017193908252,0.0413104134586499,0.0418897226649724,0.0537738719973607,0.0427435995029304,0.22100229890404
172,0.129408957283757,0.0344055264601635,0.0344920878001757,0.0405055979508629,0.040033314093789,0.148461211657267
173,0.123933214510407,0.0330994268786954,0.0329484174479019,0.0362565662039396,0.0387847028084513,0.150479053284834
174,0.12219054564238,0.0343334722245417,0.0341998975325418,0.0376933173383194,0.0387324510695567,0.117022120001526
175,0.115640405819637,0.0342794567786916,0.0343191589649416,0.0393116510278406,0.0366990912746012,0.126997771204351
176,0.12003532203207,0.0327736836152996,0.0333262465029413,0.0465389990566045,0.0362325314304123,0.283907106330172
177,0.111476314379232,0.0308365798414397,0.0310349960278573,0.0368960168064504,0.033219641346373,0.158852398873811
178,0.120616761173916,0.0317032079204461,0.0321056761395091,0.0393338753315696,0.0329904806010757,0.183765243854808
179,0.120433925079214,0.0280200377652412,0.0280129599976451,0.040401979130602,0.0378892872187123,0.306643867442944
180,0.127658478148283,0.0284835684244923,0.0289680946282126,0.0396292594406186,0.035511196352005,0.269022559666575
181,0.133338926583926,0.0293727542274537,0.0298046340397999,0.0370692075124477,0.0372402128494131,0.19966531447283
182,0.135422016121415,0.0314680237646927,0.0320046239516689,0.0391180458148309,0.037441333322187,0.181845021012401
183,0.132487831308122,0.0312413067341732,0.0315795469981478,0.0373168008145224,0.036389861738026,0.153744525016782
184,0.129932754654106,0.0317337974295568,0.0318031670551564,0.0373526049567458,0.0384775858588926,0.173462514727744
185,0.115804879085322,0.0288624203178589,0.0290960402548275,0.0339619166914116,0.0358181754085241,0.187673857672182
186,0.110657117792887,0.0275859141615332,0.0275015014893905,0.0329939538047775,0.0363299388585125,0.243007217917555
187,0.104119911122571,0.0234473163384284,0.0234677646772709,0.0284131101846024,0.0301748035180355,0.222272825629363
188,0.106480804456917,0.025459019624487,0.0256502562163333,0.0298174979757081,0.0298541755455676,0.140815120578952
189,0.110269588615541,0.0269845232005154,0.0272032626011587,0.0308171122704107,0.0295529093460066,0.117267628372885
190,0.100894501892923,0.0273609626350811,0.0276718987635989,0.0321560935556945,0.0283401553197288,0.139450856626255
191,0.101256346391611,0.0281275757856491,0.0284296041381242,0.0328971474103977,0.0277888022293579,0.13580336363333
192,0.0966101456491718,0.0256320436476322,0.0257737502714646,0.0282787471277669,0.0273170026874816,0.0885823139541655
193,0.0948138636874364,0.0241411909075465,0.0240567549497135,0.0267161006017277,0.0271605623886243,0.11427625814592
194,0.0913816074654193,0.0236115168176283,0.0236474761102525,0.0265088845791396,0.0276952178253106,0.146153091865516
195,0.0934420076253804,0.0253749923068428,0.0252839303635377,0.0292510098184398,0.0300025389297868,0.157273641983826
196,0.0901874865369675,0.025365739268675,0.0255650905038771,0.0294057958368455,0.0303378913238743,0.157321442319271
197,0.0906855449114234,0.0253905190809288,0.0255156688113437,0.0295456481974015,0.0318879714830263,0.199834055768474
198,0.0893818817454698,0.0260947699921353,0.0262258244925439,0.0304900041365643,0.0326422095738189,0.196567118618751
199,0.0864475057663244,0.0260197206326384,0.0259607512175106,0.0277584605720565,0.0324677929276656,0.200415276906931
200,0.0805620638889208,0.0246841575329056,0.0246271469336968,0.0268236468689938,0.0333409343421075,0.261354025625063
201,0.0694146276615061,0.0234757317562421,0.023409475487811,0.0247624734082399,0.031736192136223,0.262372896303084
202,0.0659604443348326,0.0234013918523408,0.0233650696467872,0.026121301693365,0.0322860234748386,0.27631008306129
203,0.0623960947470167,0.0241081422968614,0.0241263891299998,0.0280101221389401,0.0332192084703452,0.273721733871611
204,0.0613900378306578,0.0246163176977169,0.0246858261113441,0.0286324934344095,0.0332237281545018,0.256982058228189
205,0.0572009101049266,0.0240560990051728,0.02440516268212,0.0308554285953463,0.0323095217388629,0.244644879631112
206,0.0561484116133611,0.0233827514581255,0.0235442597595338,0.0273315086654837,0.0338180264698029,0.303795572442491
207,0.0572160526501298,0.0243772033918856,0.0245798294815238,0.0295498216350199,0.0362157391112957,0.321294274680222
208,0.0575534177862669,0.0254494249668273,0.0254070418867196,0.0278664683217697,0.0391993675210286,0.35185071868596
209,0.0619578615295417,0.0276617271813742,0.0276521521571825,0.0296971087905842,0.0412808971909052,0.330146531716499
210,0.0592028470637696,0.0258907928486334,0.0258972678597003,0.0283219944508219,0.0402687630400784,0.356889412423087
211,0.0637293015398993,0.0273604757732603,0.0273946982500706,0.0296670623634152,0.0425625752079351,0.356366523495427
212,0.0613045946889621,0.0265161327510871,0.0261052699801926,0.0300658398193093,0.0450945976778447,0.421099836244502
213,0.0600809114427991,0.0260254276332588,0.0258128582154052,0.031516704082062,0.0475325461960153,0.456943499114106
214,0.0603516594954781,0.0260722409628284,0.026195949729055,0.0309030526933028,0.048772981022512,0.462900376809779
215,0.0564916273130651,0.0240040258159064,0.0240941408317211,0.02785540853212,0.0470934697581852,0.488376181338107
216,0.0608661189732412,0.0279156162756913,0.0280365158465223,0.0311993610053996,0.0504856064578108,0.444663185932974
217,0.0595868681806321,0.026201765507788,0.0263688734339982,0.0296456566346503,0.0476456513403254,0.446562851126759
218,0.0603550484731051,0.0266782442882616,0.0268369633256553,0.0302091201275102,0.0466520113967056,0.424741559427158
219,0.0623432370157779,0.0271372990476121,0.0273845709137023,0.0326991095700943,0.0479747295876743,0.429187592112287
220,0.0675361378217178,0.0289652349292886,0.0291801063071494,0.0337918630836912,0.0464557614644302,0.371873253450129
221,0.0672168094285594,0.0302411394924418,0.0305870645116254,0.0385796904680544,0.0441868736804025,0.307779393200402
222,0.069713025490681,0.032171493488864,0.0328586883188817,0.0455817610207174,0.0460590166282572,0.286595964823033
223,0.0772328430308596,0.0373780019233153,0.0393293794064621,0.07670489215822,0.0511448161761039,0.487263741596338
